sweep,cell,beta,tau,eta,rho,mac,dt,converged,chosen_from,was_dup,d_score,alt_mac,alt_dt,r_mu_pct
mc/mc_beta0.5_s,mc_beta0.5_s_gid-401_20260710_100905,0.5,0.5,1.492523,0.002318,219.3204461,1.98258261345,True,mc/mc_beta0.5_s,False,,,,3.80320366184
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-179_20260711_042828,0.5,0.5,1.493918,0.00342,210.014388502,2.02046259341,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.89583351337
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1403_20260710_054819,0.5,0.5,1.49471,0.022183,110.460881956,2.52120899363,True,mc/mc_beta0.5_s,False,,,,5.3987410161
mc/mc_infill_2_3,mc_infill_2_3_gid-173_20260715_041101,0.5,0.5,1.497271,-0.008044,337.792441327,1.57193484144,True,mc/mc_infill_2_3,True,0.254192,337.848805,1.571774,2.94107527391
mc/mc_beta0.5_s,mc_beta0.5_s_gid-485_20260710_100206,0.5,0.5,1.497503,0.021251,113.730594579,2.50082057175,True,mc/mc_beta0.5_s,False,,,,5.33044945546
mc/mc_infill_1_2,mc_infill_1_2_gid-23_20260714_175715,0.5,0.5,1.497855,-0.027429,763.627157826,0.589293986757,True,mc/mc_infill_1_2,False,,,,1.23812832015
mc/mc_infill_3_4,mc_infill_3_4_gid-161_20260714_175536,0.5,0.5,1.500594,0.005682,192.602958022,2.09399207383,True,mc/mc_infill_3_4,False,,,,4.0944192994
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1157_20260710_053809,0.5,0.5,1.500896,0.015524,136.258598921,2.3701672183,True,mc/mc_beta0.5_s,False,,,,4.88263446322
mc/mc_beta0.5_s,mc_beta0.5_s_gid-470_20260710_100843,0.5,0.5,1.503486,0.010512,161.604931647,2.23800186206,True,mc/mc_beta0.5_s,False,,,,4.4886168179
mc/mc_infill_2_3,mc_infill_2_3_gid-59_20260715_040903,0.5,0.5,1.505785,-0.00511,296.981179846,1.69923509665,True,mc/mc_infill_2_3,True,0.136577,296.98118,1.699235,3.21731040904
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-152_20260711_042826,0.5,0.5,1.506539,-0.005425,300.972111056,1.68619967369,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.19217402132
mc/mc_beta0.5_s,mc_beta0.5_s_gid-569_20260710_100635,0.5,0.5,1.506556,0.019125,121.827810174,2.45143135278,True,mc/mc_beta0.5_s,False,,,,5.18042975177
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-410_20260711_043736,0.5,0.5,1.508804,-0.013752,432.31684433,1.30796180455,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.48567503045
mc/mc_infill_1_2,mc_infill_1_2_gid-335_20260714_172633,0.5,0.5,1.508976,-0.023173,652.051339807,0.804064933692,True,mc/mc_infill_1_2,False,,,,1.6773597863
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1226_20260710_054047,0.5,0.5,1.509191,0.004369,202.525605365,2.0500456277,True,mc/mc_beta0.5_s,False,,,,4.00769708903
mc/mc_beta0.5_s,mc_beta0.5_s_gid-701_20260710_101337,0.5,0.5,1.510745,0.01291,149.06729031,2.30066287154,True,mc/mc_beta0.5_s,False,,,,4.69570928951
mc/mc_infill_2_3,mc_infill_2_3_gid-563_20260715_041959,0.5,0.5,1.514297,-0.011688,393.538987363,1.40996555109,True,mc/mc_infill_2_3,True,0.07198,393.538987,1.409966,2.67622506417
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-185_20260711_042828,0.5,0.5,1.516777,0.010701,161.007249277,2.23941980955,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.53285112845
mc/mc_infill_3_4,mc_infill_3_4_gid-137_20260714_171604,0.5,0.5,1.517419,0.003617,208.471576321,2.02399307182,True,mc/mc_infill_3_4,False,,,,3.96602315418
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1028_20260710_053700,0.5,0.5,1.517814,0.00253,217.3820732,1.98729633531,True,mc/mc_beta0.5_s,False,,,,3.87928404356
mc/mc_beta0.5_s,mc_beta0.5_s_gid-638_20260710_101036,0.5,0.5,1.519654,0.023494,107.742280317,2.53550563932,True,mc/mc_beta0.5_s,False,,,,5.55312128522
mc/mc_infill_1_2,mc_infill_1_2_gid-665_20260714_175406,0.5,0.5,1.520328,-0.024474,682.640730709,0.731690859544,True,mc/mc_infill_1_2,False,,,,1.57493516473
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-188_20260711_042903,0.5,0.5,1.522178,0.006393,187.92968073,2.11211571374,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.20048808399
mc/mc_beta0.5_s,mc_beta0.5_s_gid-71_20260710_094621,0.5,0.5,1.522212,0.014043,144.044135395,2.3257532178,True,mc/mc_beta0.5_s,False,,,,4.81038143687
mc/mc_infill_2_3,mc_infill_2_3_gid-299_20260715_041532,0.5,0.5,1.522878,-0.010973,380.104169363,1.4463755259,True,mc/mc_infill_2_3,True,0.062285,380.104169,1.446376,2.75884428538
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-86_20260711_042829,0.5,0.5,1.52745,0.00025,237.57400021,1.90662066652,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.71756384199
mc/mc_infill_1_2,mc_infill_1_2_gid-83_20260714_175613,0.5,0.5,1.528285,-0.025879,727.133249148,0.63523506478,True,mc/mc_infill_1_2,False,,,,1.46186835485
mc/mc_beta0.5_s,mc_beta0.5_s_gid-644_20260710_100939,0.5,0.5,1.529161,0.003124,212.468394349,2.00596837136,True,mc/mc_beta0.5_s,False,,,,3.95334880281
mc/mc_beta0.5_s,mc_beta0.5_s_gid-137_20260710_094622,0.5,0.5,1.530566,0.021082,116.171923452,2.48247771017,True,mc/mc_beta0.5_s,False,,,,5.38458872803
mc/mc_infill_lt1_beta0_5,mc_infill_lt1_beta0_5_gid-185_20260714_174735,0.5,0.5,1.532358,-0.030179,845.946312148,0.449778092121,True,mc/mc_infill_lt1_beta0_5,False,,,,1.14290920457
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-431_20260711_043736,0.5,0.5,1.535448,-0.006724,315.520789402,1.63589660265,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.15423363429
mc/mc_infill_2_3,mc_infill_2_3_gid-143_20260715_040902,0.5,0.5,1.535486,-0.012907,411.428805148,1.35946644733,True,mc/mc_infill_2_3,True,0.147609,411.452036,1.359537,2.62999445082
mc/mc_infill_1_2,mc_infill_1_2_gid-305_20260714_174956,0.5,0.5,1.536746,-0.022443,623.74335286,0.863311099541,True,mc/mc_infill_1_2,False,,,,1.80812657381
mc/mc_beta0.5_s,mc_beta0.5_s_gid-311_20260710_102747,0.5,0.5,1.537317,0.000571,234.437061708,1.91742682397,True,mc/mc_beta0.5_s,False,,,,3.76665326277
mc/mc_infill_3_4,mc_infill_3_4_gid-83_20260714_164029,0.5,0.5,1.540501,0.002834,214.84355705,1.99479900325,True,mc/mc_infill_3_4,False,,,,3.95614328319
mc/mc_infill_1_2,mc_infill_1_2_gid-365_20260714_172102,0.5,0.5,1.540865,-0.02171,599.82381943,0.907917367792,True,mc/mc_infill_1_2,False,,,,1.87229482264
mc/mc_beta0.5_s,mc_beta0.5_s_gid-188_20260710_095320,0.5,0.5,1.541556,0.015904,136.588388336,2.36384824271,True,mc/mc_beta0.5_s,False,,,,4.99870040214
mc/mc_beta0.5_s,mc_beta0.5_s_gid-539_20260710_100508,0.5,0.5,1.542662,0.017717,129.183282093,2.40506050325,True,mc/mc_beta0.5_s,False,,,,5.14394755422
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-215_20260715_002658,0.5,0.5,1.543752,-0.015209,453.108546103,1.25110741039,True,mc/mc_infill_2_3_b,False,,,,2.45242901513
mc/mc_beta0.5_s,mc_beta0.5_s_gid-482_20260710_100207,0.5,0.5,1.544046,0.020855,117.723908607,2.47170230273,True,mc/mc_beta0.5_s,False,,,,5.39411825419
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-374_20260711_043402,0.5,0.5,1.544098,-0.01703,490.655423457,1.15857735107,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.30314758435
mc/mc_beta0.5_s,mc_beta0.5_s_gid-200_20260710_095304,0.5,0.5,1.547247,0.015481,138.706547355,2.35163576343,True,mc/mc_beta0.5_s,False,,,,4.97727145673
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-266_20260711_043312,0.5,0.5,1.551789,0.002344,218.879193714,1.97699568502,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.94282495528
mc/mc_beta0.5_s,mc_beta0.5_s_gid-872_20260710_101407,0.5,0.5,1.553344,0.014327,144.177140176,2.32153360106,True,mc/mc_beta0.5_s,False,,,,4.89908316113
mc/mc_infill_1_2,mc_infill_1_2_gid-341_20260714_172633,0.5,0.5,1.553642,-0.022043,604.693435321,0.89889460811,True,mc/mc_infill_1_2,False,,,,1.89595344119
mc/mc_beta0.5_s,mc_beta0.5_s_gid-152_20260710_095338,0.5,0.5,1.555758,0.019674,122.540956345,2.44191699825,True,mc/mc_beta0.5_s,False,,,,5.32503144867
mc/mc_infill_2_3,mc_infill_2_3_gid-11_20260715_040901,0.5,0.5,1.556058,-0.0067,313.447308826,1.63999957538,True,mc/mc_infill_2_3,True,0.197755,313.447309,1.64,3.20850773576
mc/mc_beta0.5_s,mc_beta0.5_s_gid-983_20260710_102748,0.5,0.5,1.557252,0.010226,165.138948082,2.21438577446,True,mc/mc_beta0.5_s,False,,,,4.58340330747
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-203_20260711_043316,0.5,0.5,1.558724,-0.006115,305.743641684,1.6642024057,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.26514519302
mc/mc_infill_1_2,mc_infill_1_2_gid-269_20260714_174956,0.5,0.5,1.559385,-0.027675,754.79429799,0.587076260898,True,mc/mc_infill_1_2,False,,,,1.45810853893
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1448_20260710_055045,0.5,0.5,1.561314,0.00305,213.17311552,1.99904990835,True,mc/mc_beta0.5_s,False,,,,4.02109010917
mc/mc_infill_3_4,mc_infill_3_4_gid-71_20260714_165814,0.5,0.5,1.561448,0.00658,187.502028024,2.10925976942,True,mc/mc_infill_3_4,False,,,,4.303409515
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-437_20260711_043735,0.5,0.5,1.563331,0.014902,142.064507752,2.33168475271,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.96537737301
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1484_20260710_055209,0.5,0.5,1.567487,0.009374,170.346613523,2.1880167459,True,mc/mc_beta0.5_s,False,,,,4.53828713195
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1136_20260710_053739,0.5,0.5,1.568465,0.021913,115.642927142,2.48158837388,True,mc/mc_beta0.5_s,False,,,,5.52668840078
mc/mc_infill_2_3,mc_infill_2_3_gid-221_20260715_041530,0.5,0.5,1.569379,-0.008392,334.967248466,1.57175420193,True,mc/mc_infill_2_3,True,0.19177,334.967248,1.571754,3.09740367664
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-230_20260711_043312,0.5,0.5,1.569914,0.007639,180.876213595,2.13831159977,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.4062476701
mc/mc_infill_1_2,mc_infill_1_2_gid-323_20260714_175106,0.5,0.5,1.573746,-0.021965,594.626641808,0.910918186164,True,mc/mc_infill_1_2,False,,,,1.95892493607
mc/mc_beta0.5_s,mc_beta0.5_s_gid-734_20260710_101344,0.5,0.5,1.573974,0.013486,149.08475873,2.29336200255,True,mc/mc_beta0.5_s,False,,,,4.87653866704
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-44_20260711_042835,0.5,0.5,1.574513,-0.000517,243.912692885,1.87659913876,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.7661830503
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1250_20260710_054053,0.5,0.5,1.576354,0.020264,121.652524426,2.44488713307,True,mc/mc_beta0.5_s,False,,,,5.41328739942
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-47_20260715_002635,0.5,0.5,1.577159,-0.017943,500.819649571,1.13170472819,True,mc/mc_infill_2_3_b,True,0.131613,500.978901,1.130546,2.31047528737
mc/mc_infill_1_2,mc_infill_1_2_gid-557_20260714_164859,0.5,0.5,1.579439,-0.026726,714.855348927,0.654547003982,True,mc/mc_infill_1_2,False,,,,1.58695443374
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1472_20260710_055121,0.5,0.5,1.581381,0.010118,166.648185309,2.20418114756,True,mc/mc_beta0.5_s,False,,,,4.6272209363
mc/mc_beta0.5_s,mc_beta0.5_s_gid-299_20260710_100207,0.5,0.5,1.582376,0.011063,161.579568676,2.22892027939,True,mc/mc_beta0.5_s,False,,,,4.70380546763
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-272_20260711_043312,0.5,0.5,1.582903,-0.003742,276.38323281,1.7587664769,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.52590676486
mc/mc_infill_1_2,mc_infill_1_2_gid-389_20260714_174109,0.5,0.5,1.587967,-0.018179,502.906080282,1.12551774551,True,mc/mc_infill_1_2,False,,,,2.32399057229
mc/mc_infill_2_3,mc_infill_2_3_gid-179_20260715_041101,0.5,0.5,1.588942,-0.017779,494.108432737,1.14726398166,True,mc/mc_infill_2_3,True,0.146642,493.930509,1.146118,2.36206477214
mc/mc_infill_1_2,mc_infill_1_2_gid-227_20260714_174609,0.5,0.5,1.592638,-0.024036,643.675640874,0.81338450783,True,mc/mc_infill_1_2,False,,,,1.81949817566
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-200_20260711_042828,0.5,0.5,1.592889,-0.009475,347.770550282,1.53053378986,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.06478891307
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1058_20260710_053902,0.5,0.5,1.593097,0.020432,122.067993279,2.44061768637,True,mc/mc_beta0.5_s,False,,,,5.46031606538
mc/mc_infill_3_4,mc_infill_3_4_gid-59_20260714_172433,0.5,0.5,1.59645,-0.001855,256.264087266,1.82812800087,True,mc/mc_infill_3_4,False,,,,3.71034368557
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-422_20260711_043739,0.5,0.5,1.597949,0.008304,177.660859351,2.14976651325,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.52030856281
mc/mc_infill_2_3,mc_infill_2_3_gid-461_20260715_041752,0.5,0.5,1.599776,-0.009604,348.842597434,1.52647898664,True,mc/mc_infill_2_3,True,0.272891,348.842597,1.526479,3.0713539574
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1031_20260710_053700,0.5,0.5,1.600651,0.0049,199.804997101,2.05033084483,True,mc/mc_beta0.5_s,False,,,,4.2575977877
mc/mc_infill_3_4,mc_infill_3_4_gid-89_20260714_164029,0.5,0.5,1.600737,0.005477,195.806434732,2.06765139906,True,mc/mc_infill_3_4,False,,,,4.30340946512
mc/mc_infill_1_2,mc_infill_1_2_gid-293_20260714_174636,0.5,0.5,1.601409,-0.019229,523.098979661,1.07937232391,True,mc/mc_infill_1_2,False,,,,2.26816942751
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-353_20260711_043317,0.5,0.5,1.602226,0.006099,191.654486773,2.08571576125,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.35586013864
mc/mc_beta0.5_s,mc_beta0.5_s_gid-125_20260710_095311,0.5,0.5,1.602598,0.010745,164.096654293,2.21411310849,True,mc/mc_beta0.5_s,False,,,,4.72223043936
mc/mc_infill_2_3,mc_infill_2_3_gid-575_20260715_041959,0.5,0.5,1.608307,-0.016688,467.435960354,1.20726893302,True,mc/mc_infill_2_3,True,0.055139,467.43596,1.207269,2.50965718449
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-122_20260711_042829,0.5,0.5,1.609013,0.001925,222.32844405,1.95576355746,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.04068775479
mc/mc_infill_1_2,mc_infill_1_2_gid-221_20260714_174609,0.5,0.5,1.609751,-0.02817,739.086147871,0.600579027231,True,mc/mc_infill_1_2,False,,,,1.52547654523
mc/mc_infill_lt1_beta0_5,mc_infill_lt1_beta0_5_gid-386_20260714_174956,0.5,0.5,1.6123,-0.03164,809.358034818,0.472428100418,True,mc/mc_infill_lt1_beta0_5,True,0.338928,807.674677,0.459359,1.193253179
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-404_20260711_043736,0.5,0.5,1.614142,-0.018313,499.489002897,1.13161059867,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.38262479457
mc/mc_infill_2_3,mc_infill_2_3_gid-185_20260715_040902,0.5,0.5,1.619412,-0.010053,352.986310383,1.51160331895,True,mc/mc_infill_2_3,True,0.158407,352.98631,1.511603,3.08337740108
mc/mc_infill_1_2,mc_infill_1_2_gid-563_20260714_164937,0.5,0.5,1.620285,-0.022969,606.597510405,0.89306908046,True,mc/mc_infill_1_2,False,,,,1.99599382071
mc/mc_beta0.5_s,mc_beta0.5_s_gid-992_20260710_102801,0.5,0.5,1.623633,0.003429,210.771568494,2.00102225966,True,mc/mc_beta0.5_s,False,,,,4.19277701021
mc/mc_beta0.5_s,mc_beta0.5_s_gid-74_20260710_095411,0.5,0.5,1.624551,0.003272,211.947013394,1.99600470559,True,mc/mc_beta0.5_s,False,,,,4.18242825248
mc/mc_infill_2_3,mc_infill_2_3_gid-23_20260715_040903,0.5,0.5,1.625678,-0.009498,344.41819349,1.53610686704,True,mc/mc_infill_2_3,True,0.109396,344.418193,1.536107,3.14677751923
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-380_20260711_043408,0.5,0.5,1.625864,-0.020902,553.384717804,1.00649618784,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.19058810031
mc/mc_beta0.5_s,mc_beta0.5_s_gid-488_20260710_100205,0.5,0.5,1.629572,0.019346,128.051625485,2.40191124642,True,mc/mc_beta0.5_s,False,,,,5.44925774645
mc/mc_infill_1_2,mc_infill_1_2_gid-677_20260714_175638,0.5,0.5,1.630785,-0.019532,521.074638427,1.07954356856,True,mc/mc_infill_1_2,False,,,,2.32392747926
mc/mc_infill_3_4,mc_infill_3_4_gid-203_20260714_174956,0.5,0.5,1.632353,0.007052,186.349168542,2.10567513064,True,mc/mc_infill_3_4,False,,,,4.49701897327
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-158_20260711_042829,0.5,0.5,1.632515,0.006865,187.517581922,2.10038344036,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.48271405381
mc/mc_beta0.5_s,mc_beta0.5_s_gid-281_20260710_102652,0.5,0.5,1.637097,0.007837,181.726432517,2.12614220292,True,mc/mc_beta0.5_s,False,,,,4.56880499378
mc/mc_infill_1_2,mc_infill_1_2_gid-11_20260714_175338,0.5,0.5,1.637483,-0.025344,643.364918873,0.797702096336,True,mc/mc_infill_1_2,False,,,,1.82586242537
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-17_20260715_002406,0.5,0.5,1.638488,-0.01056,357.999660936,1.49460380903,True,mc/mc_infill_2_3_b,True,0.105487,358.058033,1.494444,3.08912201317
mc/mc_beta0.5_s,mc_beta0.5_s_gid-140_20260710_095207,0.5,0.5,1.639098,0.00422,205.257230552,2.02214146466,True,mc/mc_beta0.5_s,False,,,,4.28958637063
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-77_20260711_042827,0.5,0.5,1.639409,0.010399,167.452907579,2.19330693746,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.77372674515
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1073_20260710_053908,0.5,0.5,1.643585,0.009767,171.001547115,2.17569004422,True,mc/mc_beta0.5_s,False,,,,4.73337481962
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-137_20260711_042826,0.5,0.5,1.643765,0.003223,212.523808271,1.99113508,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.22158735349
mc/mc_infill_2_3,mc_infill_2_3_gid-233_20260715_041559,0.5,0.5,1.64406,-0.012612,388.289897426,1.4083804167,True,mc/mc_infill_2_3,True,0.189306,388.289897,1.40838,2.9368129866
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1286_20260710_055342,0.5,0.5,1.646571,0.003955,207.253072982,2.01274131277,True,mc/mc_beta0.5_s,False,,,,4.28538592174
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-338_20260711_043333,0.5,0.5,1.647071,-0.012013,378.517677794,1.43509851277,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.99392042893
mc/mc_beta0.5_s,mc_beta0.5_s_gid-764_20260710_101342,0.5,0.5,1.648833,0.012652,156.618790019,2.24591082576,True,mc/mc_beta0.5_s,False,,,,4.96889015444
mc/mc_infill_3_4,mc_infill_3_4_gid-185_20260714_174609,0.5,0.5,1.650545,0.004902,200.746745567,2.03990731006,True,mc/mc_infill_3_4,False,,,,4.3684396059
mc/mc_beta0.5_s,mc_beta0.5_s_gid-554_20260710_100748,0.5,0.5,1.651381,0.008652,177.479787521,2.1440410623,True,mc/mc_beta0.5_s,False,,,,4.663185576
mc/mc_infill_1_2,mc_infill_1_2_gid-425_20260714_175205,0.5,0.5,1.651647,-0.02043,534.857761833,1.049300614,True,mc/mc_infill_1_2,False,,,,2.30268301852
mc/mc_infill_lt1_beta0_5,mc_infill_lt1_beta0_5_gid-173_20260714_175339,0.5,0.5,1.654987,-0.03472,929.25612931,0.332729665722,True,mc/mc_infill_lt1_beta0_5,False,,,,1.24994561854
mc/mc_infill_2_3,mc_infill_2_3_gid-389_20260715_041536,0.5,0.5,1.655166,-0.015926,442.635597009,1.26406723172,True,mc/mc_infill_2_3,True,0.238003,442.635597,1.264067,2.69537527884
mc/mc_beta0.5_s,mc_beta0.5_s_gid-449_20260710_100235,0.5,0.5,1.657862,0.012428,158.115715462,2.23726900182,True,mc/mc_beta0.5_s,False,,,,4.97039554179
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-173_20260711_042828,0.5,0.5,1.658195,-0.020182,527.691789854,1.06347216382,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.34485997992
mc/mc_infill_1_2,mc_infill_1_2_gid-545_20260714_175509,0.5,0.5,1.65914,-0.02287,587.337621393,0.928641398508,True,mc/mc_infill_1_2,False,,,,2.1220773177
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-47_20260711_042830,0.5,0.5,1.660981,-0.024568,624.086629252,0.846754726621,True,mc/mc_low_rmu_s_beta0_5,True,0.113966,635.232,0.839103,1.98402303421
mc/mc_beta0.5_s,mc_beta0.5_s_gid-476_20260710_100025,0.5,0.5,1.662054,0.004037,206.922192961,2.0121215385,True,mc/mc_beta0.5_s,False,,,,4.32611163446
mc/mc_infill_lt1_ws,mc_infill_lt1_ws_gid-482_20260715_224111,0.5,0.5,1.663313,-0.031688,780.578367067,0.490427535799,True,mc/mc_infill_lt1_ws,True,0.303371,800.116055,0.485751,1.41235091668
mc/mc_infill_2_3,mc_infill_2_3_gid-293_20260715_041551,0.5,0.5,1.665921,-0.016414,449.457787766,1.24602085173,True,mc/mc_infill_2_3,True,0.214883,449.457788,1.246021,2.68119341788
mc/mc_infill_1_2,mc_infill_1_2_gid-569_20260714_174636,0.5,0.5,1.669012,-0.028512,726.435662964,0.63833659495,True,mc/mc_infill_1_2,False,,,,1.71354316869
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-32_20260711_042823,0.5,0.5,1.671181,-0.003382,269.068223946,1.77230303463,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.76324185829
mc/mc_infill_2_3,mc_infill_2_3_gid-71_20260715_041025,0.5,0.5,1.671978,-0.01467,417.350743156,1.32700376605,True,mc/mc_infill_2_3,True,0.163043,417.350743,1.327004,2.84020680088
mc/mc_infill_1_2,mc_infill_1_2_gid-587_20260714_175539,0.5,0.5,1.672632,-0.029726,742.161043847,0.589950237781,True,mc/mc_infill_1_2,False,,,,1.51780564168
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1175_20260710_053709,0.5,0.5,1.673796,0.005661,196.260617046,2.05636326387,True,mc/mc_beta0.5_s,False,,,,4.47870484775
mc/mc_beta0.5_s,mc_beta0.5_s_gid-794_20260710_101347,0.5,0.5,1.676991,0.01351,154.062587636,2.25560391154,True,mc/mc_beta0.5_s,False,,,,5.09393908657
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-341_20260711_043336,0.5,0.5,1.677699,0.006686,189.935343514,2.08381598405,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.56687926776
mc/mc_infill_2_3,mc_infill_2_3_gid-77_20260715_040906,0.5,0.5,1.680828,-0.006165,298.037150231,1.67268748023,True,mc/mc_infill_2_3,True,0.180867,298.03715,1.672687,3.56361625656
mc/mc_beta0.5_s,mc_beta0.5_s_gid-209_20260710_095707,0.5,0.5,1.682218,0.005081,200.230497586,2.03802427292,True,mc/mc_beta0.5_s,False,,,,4.45191262621
mc/mc_infill_3_4,mc_infill_3_4_gid-191_20260714_175137,0.5,0.5,1.682374,-0.000734,244.219934135,1.86102817821,True,mc/mc_infill_3_4,False,,,,3.99750900994
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-275_20260711_043312,0.5,0.5,1.686078,-0.005185,287.015940024,1.70855800138,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.65596996037
mc/mc_infill_1_2,mc_infill_1_2_gid-131_20260714_175406,0.5,0.5,1.686708,-0.023845,605.131899414,0.890492092223,True,mc/mc_infill_1_2,False,,,,2.12063241515
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1049_20260710_053738,0.5,0.5,1.687593,0.004581,203.66288477,2.02259596554,True,mc/mc_beta0.5_s,False,,,,4.42473991233
mc/mc_beta0.5_s,mc_beta0.5_s_gid-368_20260710_100337,0.5,0.5,1.688381,0.002255,220.139449691,1.95407535583,True,mc/mc_beta0.5_s,False,,,,4.24514124295
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-323_20260711_043314,0.5,0.5,1.689969,-0.00104,246.782857931,1.85038306041,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.99067633972
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1166_20260710_053809,0.5,0.5,1.692507,0.008281,181.060598164,2.12225345887,True,mc/mc_beta0.5_s,False,,,,4.72231891428
mc/mc_infill_2_3,mc_infill_2_3_gid-287_20260715_041622,0.5,0.5,1.692659,-0.01246,378.866991074,1.42787606868,True,mc/mc_infill_2_3,True,0.169103,378.866991,1.427876,3.07163840876
mc/mc_beta0.5_s,mc_beta0.5_s_gid-785_20260710_101344,0.5,0.5,1.694312,0.009802,172.866384143,2.16046660184,True,mc/mc_beta0.5_s,False,,,,4.84371405346
mc/mc_infill_1_2,mc_infill_1_2_gid-125_20260714_175042,0.5,0.5,1.694427,-0.025453,636.361642361,0.822078634019,True,mc/mc_infill_1_2,False,,,,2.00629050737
